cat,#genre#
NHKworld华语-HD（日本）,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
NHK World,https://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp-en/index_1M.m3u8
NEWS NOW,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
Discovery Channel 中字：http://198.16.100.90:8278/discoveryhd_twn/playlist.m3u8?tid=MF6F9560989795609897&ct=19254&tsum=5c76a2419ab5b56e7202248db95be60e
Music Top,http://live-edge01.telecentro.net.ar/live/smil:musictop.smil/chunklist_w538311571_b364000_sleng.m3u8
Music Reload TV HD,http://web.onair-radio.eu:1935/video/video/chunklist.m3u8
MSNBC,http://vasilius.akciatv.ru/iptv/RGD5Y7ZWRWP4UK/6470/index.m3u8
FOX,http://content.uplynk.com/channe
l/e56ba52a1b9d45ad8c8a033fd83fe480.m3u8
Fox Soul,https://fox-foxsoul-samsungus.amagi.tv/playlist.m3u8
FOX Soul,http://fox-foxsoul-roku.amagi.tv/playlist.m3u8
FOX live,http://247preview.foxnews.com/hls/live/2020027/fncv3preview/primary.m3u8
FOX live,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
Cnn-live,https://cnn-cnninternational-1-eu.rakuten.wurl.tv/f93b9a949a4a8651dd5a2f42e3a2b6f9.m3u8
CBS, https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master_11.m3u8
NHK[中文字幕], https://bmcc.nhkworld.jp/live/index_1M.m3u8
EDGESport,https://edgesports-sportstribal.amagi.tv/playlist.m3u8
CNAnews-HD（新加坡）,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8
BBCWorldNews,http://103.199.161.254/Content/bbcworld/Live/Channel(BBCworld)/index.m3u8
ABC新闻,http://cms-wowza.lunabyte.io/wbrz-live-1/_definst_/smil:wbrz-live.smil/chunklist_b1300000.m3u8
ABCnews-720P,https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index.m3u8
Discovery Channel [可选英语、俄语],http://45.159.74.14:80/DiscoveryChannel/index.m3u8
Discovery Asia 中字,http://198.16.100.90:8278/discoverytwn_twn/playlist.m3u8?tid=MB1B4014431840144318&ct=19254&tsum=a72e8caa6986ef92c4d6cb743e22a78f
Discovery Channel 中字,http://198.16.100.90:8278/discoveryhd_twn/playlist.m3u8?tid=MF6F9560989795609897&ct=19254&tsum=5c76a2419ab5b56e7202248db95be60e
